0,231424,563998
1,205250,563998
2,202338,563998
3,180026,563998
4,164041,563998
5,161474,563998
6,152291,563998
7,149619,563998
8,149619,563998
9,138913,563998
10,133397,563998
11,133397,563998
12,133397,563998
13,133397,563998
14,133397,563998
15,133397,563998
16,133397,563998
17,133397,563998
18,133397,563998
19,133397,563998
20,133397,563998
21,133397,563255
22,133397,563255
23,133397,563255
24,133397,563255
25,128834,563255
26,128834,563255
27,128834,563255
28,128834,563255
29,128834,563255
30,128834,563255
31,128834,563255
32,128834,563255
33,128834,563255
34,128834,563255
35,128834,563255
36,128834,563255
37,128834,563255
38,128834,563255
39,128834,563255
40,128834,563255
41,128834,563255
42,128834,563255
43,128834,563255
44,128834,563255
45,128834,563255
46,128834,563255
47,128834,563255
48,128834,563255
49,128834,563255
0,228751,604190
1,213544,588253
2,202501,588253
3,180349,586830
4,162986,586074
5,158390,586074
6,149295,586074
7,140928,586074
8,140928,553696
9,140072,553696
10,140072,553696
11,140072,553696
12,140072,553696
13,137162,553696
14,135260,553696
15,135260,553696
16,135260,553696
17,135260,553696
18,135260,553696
19,135260,553696
20,135260,553696
21,135260,553696
22,135260,553696
23,135260,553696
24,135260,553696
25,135260,553696
26,135260,553696
27,135260,553696
28,134292,553696
29,134292,553696
30,133376,553696
31,133376,553696
32,133376,553696
33,133241,553696
34,133241,553696
35,133241,553696
36,133241,553696
37,133241,553696
38,133238,553696
39,133238,553696
40,133238,553696
41,133238,553696
42,133238,553696
43,133238,553696
44,133238,553696
45,133238,553696
46,133238,553696
47,133238,553696
48,132101,553696
49,132101,553696
0,214375,582804
1,200445,582804
2,199065,582804
3,186926,582804
4,157356,577107
5,157356,575897
6,141127,563482
7,138687,552392
8,138687,552392
9,136912,552392
10,136912,552392
11,136912,552392
12,136912,552392
13,136252,552392
14,136252,552392
15,136252,552392
16,136252,552392
17,133155,552392
18,133155,552392
19,133155,552392
20,133155,552392
21,133155,552392
22,131411,552392
23,131411,552392
24,131411,552392
25,131411,552392
26,131411,552392
27,131411,552392
28,131411,552392
29,131411,552392
30,131411,552392
31,131411,552392
32,131411,552392
33,131411,552392
34,131411,552392
35,131411,552392
36,131411,552392
37,131411,552392
38,131411,552392
39,131411,552392
40,129511,552392
41,129511,552392
42,129511,552392
43,129511,552392
44,129511,552392
45,129511,552392
46,129511,552392
47,129511,552392
48,129511,552392
49,129511,552392
0,227794,582634
1,202612,582634
2,193746,582634
3,184414,582634
4,172247,582634
5,157756,559248
6,139957,559248
7,139957,559248
8,139957,559248
9,139957,559248
10,138803,559248
11,138713,559248
12,133801,559248
13,132435,559248
14,132435,559248
15,132435,559248
16,132435,559248
17,132435,559248
18,132435,559248
19,132435,559248
20,132435,559248
21,132435,559248
22,132435,559248
23,131575,559248
24,131575,559248
25,131575,559248
26,131575,559248
27,131575,559248
28,131575,559248
29,131575,559248
30,131575,559248
31,131575,559248
32,131575,559248
33,131575,559248
34,131575,559248
35,131575,559248
36,131575,559248
37,131575,559248
38,131575,559248
39,131575,559248
40,131575,559248
41,131575,559248
42,131575,559248
43,131575,559248
44,131575,559248
45,131575,559248
46,131575,559248
47,131575,559248
48,131575,559248
49,131575,559248
0,229424,596142
1,229080,562994
2,206311,562994
3,186748,562994
4,161366,562994
5,153092,562994
6,141201,562994
7,137548,562994
8,137548,562994
9,137548,562994
10,137548,562994
11,137548,562994
12,137548,562994
13,136774,562994
14,136774,562994
15,136774,562994
16,136774,562994
17,136774,562994
18,135080,562994
19,134046,562994
20,134046,562994
21,134046,562994
22,134046,562994
23,134046,562994
24,134046,562994
25,134046,562994
26,134046,562994
27,134046,562994
28,134046,562994
29,134046,562994
30,134046,562994
31,134046,562994
32,134046,562994
33,134046,562994
34,134046,562994
35,129016,562994
36,129016,562994
37,129016,562994
38,129016,562994
39,129016,562994
40,129016,562994
41,129016,562994
42,129016,562994
43,129016,562994
44,129016,562994
45,129016,562994
46,129016,562994
47,129016,562994
48,129016,562994
49,129016,559115
0,224942,582737
1,224942,582737
2,207098,567896
3,177528,567896
4,170424,567896
5,155816,567896
6,149307,567896
7,149307,567896
8,145265,567896
9,144521,567896
10,138913,567896
11,138913,567896
12,135152,567896
13,128839,567896
14,128839,567896
15,128839,567896
16,128839,567896
17,128839,567896
18,128839,567896
19,128839,567896
20,128839,567896
21,128839,567896
22,128839,567896
23,128839,567896
24,128839,567896
25,128839,567896
26,128839,527701
27,128839,527701
28,128839,527701
29,128839,527701
30,128839,527701
31,128839,527701
32,128839,527701
33,128839,527701
34,128839,527701
35,128839,527701
36,128839,527701
37,128839,527701
38,128839,527701
39,128839,527701
40,128839,527701
41,128839,527701
42,128839,527701
43,128839,527701
44,128839,527701
45,128839,527701
46,128839,527701
47,128839,527701
48,128839,527701
49,128839,527701
0,236351,570198
1,211352,570198
2,193894,570198
3,185233,570198
4,170291,570198
5,155277,570198
6,144723,570198
7,144723,570198
8,140971,570198
9,140971,570198
10,136817,570198
11,136817,570198
12,135291,570198
13,135291,570198
14,135291,570198
15,135291,570198
16,135291,570198
17,135291,570198
18,135291,570198
19,135291,570198
20,135291,570198
21,132970,570198
22,132276,570198
23,132276,570198
24,132276,570198
25,132276,570198
26,132276,570198
27,132276,570198
28,132276,570198
29,132276,570198
30,132276,568868
31,130357,568868
32,130357,560977
33,130357,560977
34,130357,560977
35,130357,560977
36,130357,560977
37,130357,560977
38,130357,560977
