iterace, aco, random
47,7771,24316
48,7997,24719
48,7771,24316
49,7997,24719
49,7771,24316
0,11728,27182
1,11313,27056
2,10853,27056
3,9762,25385
4,9236,25385
5,8682,25385
6,8682,25385
7,8430,25385
8,8430,25385
9,8430,25327
10,8430,25327
11,8106,25327
12,8106,25327
13,8106,25327
14,8106,25327
15,8106,25327
16,8106,25327
17,8106,25327
18,8106,25327
19,8106,25327
20,8106,25327
21,7791,25327
22,7791,25327
23,7791,25327
24,7791,25327
25,7791,25327
26,7791,25327
27,7791,25327
28,7791,25327
29,7791,23954
30,7791,23954
31,7791,23954
32,7791,23954
33,7791,23954
34,7791,23954
35,7791,23954
36,7791,23954
37,7791,23954
38,7791,23954
39,7791,23954
40,7791,23954
41,7791,23954
42,7791,23954
43,7791,23954
44,7791,23954
45,7791,23954
46,7791,23954
47,7791,23954
48,7791,23954
49,7791,23954
0,11248,26692
0,11479,27485
1,11248,26296
1,11479,27485
2,10064,26296
2,9709,26970
3,9370,26296
3,9650,26781
4,9340,26296
4,8784,26781
5,8834,26296
5,8784,23575
6,8834,26296
6,8606,23575
7,8638,26296
7,8606,23575
8,8236,26296
8,8606,23575
9,8236,26296
9,8606,23575
10,8236,26262
10,8377,23575
11,8236,26262
11,8377,23575
12,8236,26262
12,8377,23575
13,8167,26262
13,8292,23575
14,8167,25788
14,8082,23575
15,7946,25788
15,8082,23575
16,7946,25788
16,8082,23575
17,7946,25788
17,8082,23575
18,7946,25788
18,8082,23575
19,7946,25788
19,8082,23575
20,7946,25788
20,7934,23575
21,7946,25788
21,7934,23575
22,7894,23575
22,7872,25788
23,7894,23575
23,7872,25788
24,7894,23575
24,7872,25788
25,7894,23575
25,7872,25788
26,7894,23575
26,7872,24500
27,7894,23575
27,7872,24500
28,7894,23575
28,7872,24500
29,7894,23575
29,7872,24500
30,7894,23575
30,7872,24414
31,7894,23575
31,7872,23354
32,7894,23575
32,7872,23354
33,7894,23575
33,7872,23354
34,7894,23575
34,7872,23354
35,7894,23575
35,7872,23354
36,7894,23575
36,7872,23354
37,7894,23575
37,7872,23354
38,7894,23575
38,7872,23354
39,7894,23575
39,7872,23354
40,7894,23575
40,7872,23354
41,7894,23575
41,7872,23354
42,7894,23575
42,7872,23354
43,7852,23575
43,7872,23354
44,7852,23575
44,7872,23354
45,7852,23575
45,7872,23354
46,7852,23575
46,7680,23354
47,7852,23575
47,7680,23354
48,7852,23575
48,7680,23354
49,7852,23575
49,7680,23354
0,12035,24953
1,10522,24953
2,10522,24953
3,9620,24953
4,8825,24953
5,8825,24953
6,8300,24953
7,8300,24953
8,8300,24953
9,8300,24953
10,8300,24953
11,8300,24953
12,8175,24953
13,8175,24953
14,8175,24953
15,8175,24953
16,8175,24953
17,8175,24953
18,8175,24953
19,8175,24953
20,8025,24953
21,8025,24953
22,8025,24953
23,7747,24953
24,7747,24953
25,7747,24953
26,7747,24953
27,7747,24451
28,7747,24451
29,7747,24451
30,7747,24451
31,7747,24451
32,7747,24451
33,7747,24451
34,7747,24451
35,7747,24451
36,7747,24451
37,7747,24451
38,7747,24451
39,7747,24451
40,7747,24451
41,7747,24451
42,7747,24451
43,7747,24451
44,7747,24451
45,7747,24451
46,7747,24451
47,7747,24451
48,7747,24451
49,7747,24451
0,12893,27667
1,11451,26869
2,10138,25589
3,9248,25589
4,9220,25589
5,8904,25589
6,8634,25589
7,8634,25589
8,8153,25589
9,8153,25589
10,8153,25589
11,8153,25589
12,8153,25589
13,7979,25589
14,7979,25589
15,7979,25589
16,7979,25589
17,7979,25589
18,7979,25589
19,7979,25589
20,7979,25589
21,7979,25589
22,7832,25589
23,7832,25589
24,7832,25589
25,7832,25589
26,7832,25589
27,7832,25468
28,7832,25468
29,7832,25468
30,7832,25468
31,7832,25468
32,7832,25468
33,7832,25468
34,7832,25468
35,7832,25468
36,7680,25236
37,7680,25236
38,7680,25236
39,7680,25236
40,7680,25236
41,7680,25236
42,7680,25236
43,7680,25236
44,7680,25236
45,7680,25236
46,7680,25236
47,7680,25236
48,7680,25236
49,7680,25236
0,11972,26425
1,10611,24319
2,10521,24319
3,9730,24319
4,9216,24319
5,8793,24319
6,8793,24319
7,8584,24319
8,8584,24319
9,8341,24319
10,8153,24319
11,8153,24319
12,8153,24319
13,8153,24319
14,8153,24319
15,7974,24319
16,7974,24319
17,7974,24319
18,7974,24319
19,7974,24319
20,7974,24319
21,7974,24319
22,7974,24319
23,7974,24319
24,7974,24319
25,7974,24319
26,7974,24319
27,7974,24319
28,7974,24319
29,7974,24319
30,7974,24319
31,7974,24319
32,7974,24319
33,7974,24319
34,7974,24319
35,7974,24319
36,7974,24319
37,7974,24319
38,7974,24319
39,7974,24319
40,7974,24319
41,7974,24319
42,7965,24319
43,7965,24319
44,7965,24305
45,7965,24305
46,7965,24305
47,7965,24305
48,7965,24305
49,7965,24305
0,12502,27344
1,10733,26771
2,10100,26242
3,9422,26242
4,9422,26242
5,8922,26242
6,8922,26242
7,8170,26242
8,8170,26242
9,8082,26242
10,8082,26242
11,8082,25380
12,8082,25380
13,8082,25380
14,8082,25380
15,8082,25380
16,8061,25380
17,8061,25380
18,8061,25380
19,8061,25380
20,8061,25380
21,8061,25380
22,8061,25380
23,8061,25380
24,8061,25380
25,7707,25380
26,7707,25380
27,7707,25380
28,7707,25380
29,7707,25380
30,7707,25380
31,7707,25380
32,7707,25380
33,7707,25380
34,7707,25380
35,7707,24688
36,7707,24688
37,7707,24688
38,7707,23113
39,7707,23113
40,7707,23113
41,7707,23113
42,7707,23113
43,7707,23113
44,7707,23113
45,7707,23113
46,7707,23113
47,7707,23113
48,7707,23113
49,7707,23113
0,11288,27096
1,10966,27096
2,10074,26697
3,9152,25558
4,9152,25558
5,9152,25558
6,8729,25558
7,8729,25558
8,8413,25558
9,7978,25475
10,7978,25475
11,7978,25475
12,7978,24877
13,7978,24470
14,7978,24470
15,7978,24470
16,7978,24470
17,7978,24470
18,7978,24470
19,7978,24470
20,7936,24465
21,7936,24465
22,7936,24465
23,7936,24465
24,7936,24465
25,7936,24465
26,7936,24465
27,7936,24465
28,7936,24465
29,7936,24465
30,7936,24465
31,7936,23624
32,7936,23624
33,7936,23624
34,7936,23624
35,7936,23624
36,7936,23624
37,7936,23624
38,7936,23624
39,7936,23624
40,7815,23624
41,7815,23624
42,7815,23624
43,7815,23624
44,7815,23624
45,7815,23624
46,7706,23624
47,7706,23624
48,7706,23624
49,7706,23624
0,11436,27123
1,11436,25963
2,10024,25963
3,9164,25963
4,9155,25384
5,9155,25268
6,9155,25268
7,8872,25268
8,8153,25268
9,8153,25268
10,8153,25268
11,8153,25268
12,8153,25268
13,8153,25268
14,8153,25268
15,8153,25268
16,8153,25268
17,8153,24448
18,8153,24448
19,8153,24448
20,8153,24448
21,8153,24448
22,8153,24448
23,8153,24448
24,8137,24448
25,8137,24448
26,8137,24448
27,8137,24448
28,8137,24448
29,8137,24448
30,8137,24448
31,8137,24448
32,8137,24448
33,8137,24448
34,8137,24448
35,8137,24448
36,8137,24448
37,8137,24448
38,8137,24448
39,8071,24448
40,8071,24448
41,8071,24448
42,8071,24448
43,8071,24448
44,8071,24448
45,8071,24448
46,8071,24448
47,7852,24448
48,7852,24448
49,7852,24448
0,12053,26570
1,10739,26570
2,9628,26441
3,9628,26441
4,9075,26086
5,8921,26086
6,8921,24791
7,8564,24791
8,8564,24791
9,8403,24791
10,8403,24791
11,8393,24791
12,8393,24791
13,8329,24791
14,8329,24791
15,8119,24791
16,8119,24791
17,8119,24791
18,8119,24791
19,8119,24791
20,8119,24791
21,8119,24791
22,7973,24791
23,7973,24791
24,7973,24791
25,7973,24791
26,7973,24791
27,7973,24791
28,7973,24791
29,7973,24791
30,7973,24791
31,7973,24791
32,7973,24791
33,7973,24791
34,7973,24791
35,7973,24791
36,7973,24791
37,7973,24791
38,7973,24791
39,7973,24791
40,7911,24791
41,7911,24791
42,7911,24791
43,7911,24791
44,7911,24791
45,7911,24791
46,7911,24791
47,7911,24791
48,7911,24791
49,7911,24791
0,11601,25990
1,11319,25990
2,10762,25990
3,10109,25915
4,8933,25915
5,8519,25915
6,8519,24733
7,8519,24733
8,8519,24733
9,8519,24733
10,8519,24733
11,8508,24733
12,8508,24733
13,8508,24733
14,8231,24733
15,8169,24733
16,8169,24733
17,8169,24733
18,7960,24733
19,7960,24733
20,7960,24733
21,7960,24733
22,7960,24733
23,7960,24733
24,7960,24733
25,7960,24733
26,7960,24733
27,7960,24733
28,7960,24733
29,7960,24733
30,7960,24733
31,7960,24733
32,7960,24733
33,7960,24733
34,7960,24733
35,7960,24733
36,7960,24733
37,7960,24733
38,7959,24733
39,7959,24733
40,7959,24733
41,7959,24733
42,7959,24733
43,7959,24733
44,7663,24733
45,7663,24733
46,7663,24733
47,7663,24733
48,7663,24733
49,7663,24733
0,11968,26272
1,11442,24986
2,9811,24986
3,9811,24986
4,9220,24986
5,8551,24986
6,8551,24986
7,8551,24751
8,8262,24751
9,8262,24751
10,8262,24751
11,8262,24751
12,8262,24751
13,8262,24751
14,8262,24751
15,8262,24751
16,8262,24625
17,8262,24625
18,8262,24625
19,8262,24625
20,8262,24625
21,8199,24625
22,8141,24625
23,8141,24625
24,8141,24625
25,8141,24625
26,8141,24625
27,8141,24625
28,8141,24625
29,8141,24625
30,8141,24625
31,8141,24625
32,8141,24625
33,8141,24625
34,8141,24625
35,8141,24625
36,8141,24625
37,8141,24625
38,8141,24625
39,8141,24625
40,8067,24625
41,8067,24625
42,8067,24625
43,8067,24526
44,8067,24526
45,8067,24526
46,8067,24526
47,7905,24526
48,7905,24526
49,7905,24526
0,11301,26115
1,11301,24992
2,10630,24992
3,9575,24992
4,9272,24992
5,8896,24992
6,8472,24992
7,8472,24992
8,8262,24992
9,8262,24992
10,8262,24992
11,8262,24992
12,8262,24992
13,8227,24992
14,7819,24992
15,7819,24992
16,7819,24992
17,7819,24992
18,7819,24992
19,7819,24992
20,7819,24992
21,7819,24992
22,7819,24992
23,7819,23857
24,7819,23857
25,7819,23857
26,7819,23857
27,7819,23857
28,7819,23857
29,7819,23857
30,7819,23857
31,7819,23857
32,7819,23857
33,7819,23857
34,7819,23857
35,7819,23857
36,7819,22529
37,7819,22529
38,7819,22529
39,7819,22529
40,7819,22529
41,7819,22529
42,7819,22529
43,7819,22529
44,7819,22529
45,7819,22529
46,7819,22529
47,7819,22529
48,7819,22529
49,7819,22529
0,11989,27171
1,11739,27171
2,10804,26168
3,8995,26168
4,8469,26168
5,8469,26168
6,8469,25039
7,8469,25039
8,8469,24916
9,8243,24916
10,8243,24916
11,8243,24512
12,8233,24512
13,8212,24512
14,8212,24512
15,8034,24512
16,8034,24512
17,8034,24512
18,8034,24512
19,8034,24512
20,8034,24512
21,8034,24512
22,8034,24512
23,8034,24512
24,8034,24512
25,8034,24512
26,8034,24512
27,8034,24512
28,8034,24512
29,8034,24512
30,8034,24512
31,8034,24512
32,8034,24512
33,8034,24512
34,8034,24512
35,8034,24512
36,8034,24512
37,8034,24512
38,8034,24512
39,8034,24512
40,8034,24512
41,8034,24512
42,8034,24512
43,8034,24512
44,8034,24488
45,8034,24488
46,7742,24488
47,7742,24488
48,7742,24488
49,7742,24488
0,12587,25730
1,11783,25140
2,10711,25140
3,9333,23782
4,9333,23782
5,8605,23782
6,8489,23782
7,8219,23782
8,8219,23782
9,8219,23782
10,8219,23782
11,8219,23782
12,8219,23782
13,8219,23782
14,8219,23782
15,8219,23782
16,8219,23782
17,7841,23782
18,7841,23782
19,7841,23782
20,7841,23782
21,7841,23782
22,7841,23782
23,7841,23782
24,7841,23782
25,7841,23782
26,7841,23782
27,7841,23782
28,7786,23782
29,7786,23782
30,7786,23782
31,7786,23782
32,7786,23782
33,7786,23782
34,7786,23782
35,7786,23782
36,7786,23782
37,7786,23782
38,7786,23782
39,7786,23782
40,7786,23782
41,7786,23782
42,7786,23782
43,7786,23782
44,7786,23782
45,7786,23782
46,7786,23782
47,7786,23782
48,7786,23782
49,7786,23782
0,12834,25613
1,10778,25613
2,10112,25613
3,9421,25613
4,9055,24138
5,9055,24138
6,8858,24138
7,8858,24138
8,8557,24138
9,8526,24117
10,8526,24117
11,8471,24117
12,8066,24117
13,8066,24117
14,8066,24117
15,7940,24117
16,7940,24117
17,7940,24117
18,7940,24117
19,7940,24117
20,7940,24117
21,7940,24117
22,7940,24117
23,7940,24117
24,7940,24117
25,7940,24117
26,7940,24117
27,7940,24117
28,7940,24117
29,7791,24117
30,7791,24117
31,7791,24117
32,7791,24117
33,7791,24117
34,7791,24117
35,7791,24117
36,7791,24117
37,7791,24117
38,7791,24117
39,7791,24117
40,7791,24117
41,7791,24117
42,7791,24097
43,7791,24097
44,7791,24097
45,7791,24097
46,7791,24097
47,7791,24097
48,7791,24097
49,7791,24097
0,12066,27696
1,10972,26902
2,9903,25321
3,9308,25321
4,9251,25321
5,8514,25321
6,8514,25321
7,8514,25321
8,8514,25321
9,8514,25321
10,8431,25321
11,8431,25321
12,8431,25321
13,8420,25321
14,8420,25321
15,8420,25321
16,7995,25321
17,7995,25321
18,7995,25321
19,7995,25321
20,7995,25321
21,7995,25321
22,7995,25321
23,7963,25321
24,7963,25321
25,7963,25321
26,7963,25321
27,7963,25321
28,7963,25321
29,7963,25321
30,7963,24660
31,7963,24660
32,7963,24660
33,7963,24660
34,7963,24660
35,7963,24660
36,7963,24660
37,7963,24660
38,7963,24660
39,7963,24660
40,7963,24660
41,7963,24660
42,7889,24660
43,7889,24660
44,7889,24660
45,7889,24660
46,7889,24660
47,7889,24660
48,7889,24660
49,7889,24660
0,12600,27725
1,11544,26567
2,10207,25597
3,9868,25503
4,9585,25503
5,9062,25503
6,8267,25503
7,8267,25503
8,8267,25503
9,8267,25503
10,8267,25503
11,7872,25503
12,7872,25503
13,7872,25503
14,7872,25503
15,7872,25503
16,7872,25503
17,7872,25503
18,7872,25503
19,7872,25503
20,7872,25503
21,7872,25503
22,7872,25320
23,7872,25320
24,7872,25320
25,7872,25320
26,7872,25320
27,7872,25320
28,7872,24386
29,7872,24386
30,7872,24386
31,7872,24386
32,7872,24386
33,7872,24386
34,7872,24386
35,7872,24386
36,7872,24386
37,7872,24386
38,7872,24360
39,7872,24360
40,7872,24360
41,7872,24360
42,7872,24360
43,7872,24360
44,7872,24360
45,7872,24360
46,7872,24360
47,7872,24360
48,7872,24360
49,7872,24360
0,12310,27530
1,11137,27298
2,10648,25655
3,8822,25655
4,8287,25655
5,8287,25655
6,8287,25655
7,8287,25655
8,8287,25655
9,8287,25655
10,7947,25655
11,7947,25655
12,7947,25655
13,7947,25655
14,7947,25655
15,7947,25655
16,7947,25655
17,7947,25655
18,7947,25655
19,7947,25655
20,7947,25655
21,7947,25655
22,7947,25655
23,7947,25655
24,7947,25642
25,7947,25642
26,7947,25642
27,7947,25642
28,7947,25642
29,7947,25642
30,7945,25642
31,7945,25642
32,7945,25642
33,7945,24934
34,7945,24934
35,7945,24934
36,7945,24850
37,7945,23690
38,7945,23690
39,7945,23690
40,7945,23690
41,7939,23690
42,7939,23690
43,7939,23690
44,7939,23690
45,7939,23690
46,7939,23690
47,7939,23690
48,7939,23690
49,7885,23690
0,12045,27606
1,11311,26726
2,10378,26726
3,9687,26170
4,9518,25909
5,8500,25909
6,8500,25909
7,8500,25909
8,8119,25909
9,8119,25909
10,8119,25909
11,8119,25909
12,8119,25909
13,8119,25909
14,8119,25909
15,8119,25909
16,8119,25069
17,8119,25069
18,8119,25069
19,8119,25069
20,8016,25069
21,8016,25069
22,8016,25069
23,8016,25069
24,8016,25069
25,8016,25069
26,8016,25069
27,8016,25069
28,8016,25069
29,8016,25069
30,8016,25069
31,8016,25069
32,8016,25069
33,8016,24834
34,8016,24834
35,7955,24834
36,7955,24834
37,7955,24834
38,7955,24834
39,7955,24834
40,7955,24834
41,7955,24834
42,7955,24834
43,7955,24834
44,7955,24834
45,7955,24834
46,7955,24834
47,7955,24834
48,7955,24834
49,7955,24834
0,11929,25735
1,11516,25735
2,10127,25735
3,10029,25735
4,9656,25735
5,8401,25735
6,8401,25735
7,8401,25735
8,8363,25437
9,7949,25437
10,7949,25437
11,7949,25437
12,7949,25437
13,7949,25437
14,7949,25437
15,7949,25437
16,7949,25437
17,7949,25437
18,7949,24850
19,7949,24850
20,7949,24850
21,7949,24850
22,7949,24850
23,7721,24850
24,7721,24850
25,7721,24850
26,7721,24850
27,7721,24850
28,7721,24850
29,7721,24850
30,7721,24850
31,7721,24850
32,7721,24850
33,7721,24850
34,7721,24850
35,7721,24850
36,7721,24850
37,7721,24850
38,7721,24850
39,7721,24850
40,7721,24850
41,7721,24850
42,7721,24850
43,7721,24850
44,7721,24850
45,7721,24850
46,7721,24850
47,7721,24850
48,7721,24850
49,7721,24850
0,12456,26289
1,11850,26000
2,9811,26000
3,9788,24378
4,9533,24378
5,9109,24378
6,9000,24378
7,8446,24378
8,8446,24378
9,8300,24378
10,8300,24378
11,8300,24378
12,8191,24378
13,8191,24378
14,8191,24378
15,8191,24378
16,8191,24378
17,7999,24378
18,7999,24378
19,7999,24378
20,7999,24378
21,7999,24378
22,7999,24378
23,7999,24378
24,7999,24378
25,7999,24378
26,7999,24378
27,7999,24378
28,7999,24378
29,7999,24378
30,7999,24378
31,7999,24378
32,7999,24378
33,7939,24378
34,7939,24378
35,7939,24378
36,7939,24378
37,7863,24378
38,7863,24378
39,7863,24378
40,7863,24378
41,7863,24378
42,7863,24378
43,7863,24378
44,7863,24378
45,7863,24378
46,7863,24378
47,7863,24378
48,7863,24378
49,7863,24378
0,11929,25826
1,10735,25826
2,9929,25826
3,9675,25826
4,8615,25271
5,8536,25271
6,8536,25271
7,8536,25271
8,8523,25271
9,8452,25271
10,8452,25271
11,8025,25271
12,8025,25271
13,8025,25271
14,8025,25271
15,8025,25271
16,8010,25271
17,8010,25271
18,8010,24930
19,8010,24930
20,8010,24930
21,8010,24930
22,8010,24930
23,8010,24930
24,7845,24930
25,7845,24930
26,7845,24930
27,7845,24930
28,7845,24930
29,7845,24930
30,7845,24930
31,7845,24930
32,7845,24930
33,7845,24930
34,7845,24930
35,7845,24930
36,7845,24930
37,7845,24930
38,7845,24930
39,7845,24930
40,7845,24930
41,7845,24930
42,7845,24930
43,7845,24930
44,7845,24930
45,7845,24930
46,7845,24930
47,7845,24930
48,7845,24930
49,7845,24930
0,12854,26356
1,10573,25939
2,10573,25939
3,10134,25939
4,9601,25610
5,8820,24908
6,8820,24908
7,8582,24908
8,8582,24908
9,8464,24908
10,7978,24908
11,7978,24908
12,7978,24908
13,7978,24908
14,7978,24908
15,7978,24908
16,7978,24908
17,7801,24908
18,7801,24908
19,7801,24908
20,7801,24908
21,7801,24908
22,7801,24908
23,7801,24908
24,7801,24908
25,7801,24908
26,7801,24908
27,7801,24908
28,7801,24908
29,7801,24908
30,7801,24908
31,7801,24908
32,7801,24908
33,7801,24908
34,7801,24908
35,7801,24689
36,7801,24689
37,7801,24689
38,7801,24689
39,7801,24689
40,7801,24689
41,7801,24689
42,7801,24689
43,7801,24689
44,7801,24689
45,7801,24689
46,7801,24689
47,7801,24689
48,7801,24689
49,7801,24689
0,11130,25968
1,11130,25968
2,10070,25968
3,9711,25968
4,9024,25968
5,8943,25968
6,8943,25968
7,8440,25968
8,8440,25968
9,8440,25968
10,8317,25968
11,8317,25968
12,8317,25029
13,8317,25029
14,8317,25029
15,8317,25029
16,8317,25029
17,8317,25029
18,8317,25029
19,8157,25029
20,8109,25029
21,8109,25029
22,8109,25029
23,8109,25029
24,8109,25029
25,8109,24786
26,8109,24533
27,8109,24533
28,8109,24533
29,8109,24533
30,8109,24533
31,8109,24533
32,7952,24533
33,7952,24533
34,7952,24533
35,7952,24533
36,7952,24533
37,7952,24328
38,7952,24328
39,7952,24328
40,7952,24328
41,7952,24328
42,7952,24328
43,7952,24328
44,7952,24328
45,7952,24328
46,7952,24328
47,7952,24328
48,7952,24328
49,7952,24328
0,12610,25599
1,11054,25599
2,10778,25599
3,9379,25599
4,8887,25599
5,8235,25599
6,8235,25599
7,8145,25599
8,8145,25599
9,8145,25599
10,8145,25599
11,8145,25599
12,8145,25599
13,8145,25599
14,8145,25599
15,8145,25599
16,8145,25599
17,8145,25599
18,8145,25599
19,8145,25599
20,8105,25599
21,8105,25599
22,8105,25599
23,8105,25599
24,8105,25599
25,8105,25599
26,8105,25599
27,8105,25599
28,7735,25599
29,7735,25330
30,7735,25330
31,7735,25330
32,7735,25330
33,7735,25330
34,7735,25330
35,7735,25330
36,7735,25330
37,7676,25330
38,7676,25330
39,7676,25330
40,7676,25330
41,7676,25330
42,7676,25330
43,7676,25330
44,7676,25330
45,7676,25330
46,7676,25330
47,7676,25330
48,7676,25330
49,7676,25330
0,11290,27031
1,10458,26595
2,10131,25272
3,9751,25272
4,9239,25272
5,8400,25272
6,8400,25272
7,8400,25272
8,8400,25272
9,8400,25272
10,7963,25272
11,7963,25272
12,7963,25272
13,7963,25272
14,7963,25272
15,7889,25272
16,7889,25272
17,7889,25005
18,7889,25005
19,7889,25005
20,7889,25005
21,7889,25005
22,7889,25005
23,7889,25005
24,7889,25005
25,7889,25005
26,7889,25005
27,7889,25005
28,7889,25005
29,7889,25005
30,7889,25005
31,7889,25005
32,7889,25005
33,7889,25005
34,7889,25005
35,7838,25005
36,7838,25005
37,7838,25005
38,7838,25005
39,7838,25005
40,7838,25005
41,7838,25005
42,7838,25005
43,7838,25005
44,7838,25005
45,7838,25005
46,7838,25005
47,7838,25005
48,7838,25005
49,7838,25005
0,12106,26553
1,11342,26553
2,9541,26553
3,9541,26553
4,9421,26553
5,8242,26019
6,8242,26019
7,8242,25666
8,8118,24781
9,8118,24781
10,8118,24781
11,8118,24781
12,8118,24781
13,7870,24781
14,7870,24781
15,7870,24781
16,7870,24781
17,7870,24781
18,7870,24781
19,7870,24781
20,7870,24781
21,7870,24781
22,7870,24781
23,7870,24781
24,7870,24781
25,7870,24781
26,7870,24781
27,7870,24781
28,7870,24781
29,7870,24781
30,7870,24781
31,7870,24781
32,7870,24781
33,7870,24781
34,7870,24781
35,7870,24781
36,7870,24781
37,7870,24781
38,7870,24781
39,7870,24781
40,7870,24781
41,7870,23861
42,7870,23861
43,7870,23861
44,7870,23861
45,7870,23861
46,7870,23861
47,7870,23861
48,7870,23861
49,7870,23861
0,12235,25291
0,11745,26087
1,10445,25291
1,11429,26087
2,10114,25119
2,10977,26087
3,8704,25119
3,9381,26087
4,9029,26087
4,8704,25119
5,8495,25119
5,8631,26087
6,8495,25119
6,8375,26087
7,8495,25119
7,8375,26087
8,8188,25119
8,8320,26087
9,8188,25119
9,8320,24495
10,8188,24930
10,8193,24495
11,8188,24930
11,8193,24495
12,8188,24930
12,8193,24495
13,8188,24930
13,8193,24495
14,8188,24930
14,8193,24495
15,8188,24930
15,8133,24495
16,8188,24930
16,8133,24495
17,8188,24930
17,8133,24495
18,8188,24930
18,8133,24495
19,8133,24495
19,8188,24930
20,8133,24495
20,8188,24930
21,8133,24495
21,8188,24930
22,7894,24495
22,8188,24930
23,7894,24495
23,8188,24930
24,7894,24495
24,8188,24930
25,7894,24495
26,7894,24495
25,8188,24930
27,7894,24495
26,8188,24930
28,7894,24495
27,7906,24930
29,7894,24495
28,7906,24930
30,7894,24495
29,7906,24930
31,7894,24495
32,7894,24495
30,7906,24580
33,7894,24495
31,7906,24580
34,7894,24495
32,7906,24580
35,7894,24495
33,7906,24580
36,7894,24495
34,7906,24580
37,7894,24495
38,7894,24495
35,7906,24580
39,7894,24495
36,7906,24580
40,7894,24495
37,7906,24580
41,7894,24495
38,7906,24580
42,7894,24495
39,7906,24580
43,7894,24495
40,7906,24021
44,7894,24495
41,7906,24021
45,7894,24495
42,7906,24021
46,7894,24495
43,7906,24021
47,7894,24495
44,7906,24021
48,7894,24495
49,7894,24495
45,7906,24021
46,7906,24021
47,7906,24021
48,7906,24021
49,7906,24021
0,11673,26636
1,10938,26636
2,10273,26636
3,9646,26636
4,9646,25289
5,9124,25289
6,8876,25289
7,8759,25289
8,8759,25289
9,8732,25289
10,8357,25289
11,8357,25289
12,8201,25289
13,8201,25289
14,8201,24792
15,7697,24792
16,7697,24792
17,7697,24792
18,7697,24792
19,7697,24792
20,7697,24792
21,7697,24792
22,7697,24792
23,7697,24792
24,7697,24792
25,7697,24792
26,7697,24792
27,7697,24792
28,7697,24792
29,7697,24792
30,7697,24792
31,7697,24792
32,7697,24792
33,7697,24792
34,7697,24792
35,7697,24792
36,7697,24792
37,7697,24792
38,7697,24792
39,7697,24792
40,7697,24792
41,7697,24792
42,7697,24792
43,7697,24792
44,7697,24792
45,7697,24792
46,7697,24792
47,7697,24792
48,7697,24792
49,7697,24792
0,12948,27921
1,10523,26789
2,10523,25757
3,9746,25757
4,9181,24974
5,9006,24974
6,8842,24963
7,8485,24963
8,8485,24963
9,8371,24963
10,8371,24963
11,8371,24963
12,8199,24963
13,8011,24963
14,8011,24963
15,8011,24963
16,8011,24963
17,8011,24963
18,7758,24963
19,7758,24963
20,7758,24963
21,7758,24963
22,7758,24963
23,7758,24963
24,7758,24963
25,7758,24963
26,7758,24963
27,7758,24963
28,7758,24963
29,7758,24963
30,7758,24963
31,7758,24963
32,7758,24963
33,7758,24963
34,7758,24963
35,7758,24963
36,7758,24963
37,7758,24963
38,7758,24963
39,7758,24963
40,7758,24963
41,7758,24963
42,7758,24963
43,7758,24963
44,7758,24963
45,7758,24963
46,7758,24963
47,7758,24963
48,7758,24963
49,7758,24963
0,11921,27588
1,10537,26584
2,10537,26584
3,9446,25851
4,8200,25851
5,8200,25851
6,7777,25851
7,7777,25681
8,7777,25571
9,7777,25571
10,7777,25571
11,7777,24772
12,7777,24772
13,7777,24772
14,7777,24772
15,7777,24772
16,7777,24772
17,7777,24772
18,7777,24772
19,7777,24772
20,7777,24772
21,7777,24772
22,7777,24772
23,7777,24772
24,7777,24772
25,7777,24772
26,7777,24772
27,7777,24772
28,7777,24772
29,7777,24772
30,7777,24772
31,7777,24772
32,7777,24565
33,7777,24565
34,7777,24565
35,7777,24565
36,7777,24197
37,7777,24197
38,7777,24197
39,7777,24197
40,7777,24197
41,7675,24197
42,7675,24197
43,7675,24197
44,7675,24197
45,7675,24197
46,7675,24197
47,7675,24197
48,7675,24197
49,7675,24197
0,12142,26944
1,12142,26944
2,10450,26859
3,9471,26570
4,8945,24448
5,8945,24448
6,8945,24448
7,8939,24448
8,8504,24448
9,8504,24448
10,8504,24448
11,8504,24448
12,8335,24448
13,8335,24448
14,8335,24448
15,8335,24448
16,8335,24448
17,8335,24448
18,8335,24448
19,8095,24448
20,8095,24448
21,8095,24448
22,8095,24448
23,8095,24448
24,8095,24448
25,8095,24448
26,8095,24448
27,8095,24448
28,8095,24448
29,8095,24448
30,8095,24448
31,8095,24448
32,8095,24448
33,8095,24448
34,8095,24448
35,8095,24448
36,8095,24448
37,7716,24448
38,7716,24448
39,7716,24448
40,7716,24448
41,7716,24448
42,7716,24448
43,7716,24448
44,7716,24448
45,7716,24448
46,7716,24448
47,7716,24448
48,7716,24448
49,7716,24448
0,12538,25171
1,11297,25171
2,10052,25171
3,9296,23261
4,8976,23261
5,8791,23261
6,8791,23261
7,8775,23261
8,8254,23261
9,8254,23261
10,8254,23261
11,8254,23261
12,8034,23261
13,8034,23261
14,8034,23261
15,7721,23261
16,7721,23261
17,7721,23261
18,7721,23261
19,7721,23261
20,7721,23261
21,7721,23261
22,7721,23261
23,7721,23261
24,7721,23261
25,7721,23261
26,7721,23261
27,7721,23261
28,7721,23261
29,7721,23261
30,7721,23261
31,7721,23261
32,7721,23261
33,7721,23261
34,7721,23261
35,7721,23261
36,7721,23261
37,7721,23261
38,7721,23261
39,7721,23261
40,7721,23261
41,7721,23261
42,7721,23261
